Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Samb-Adagio","Safri Duo","Episode ll","Favoritas","Playlist","DKBKA0100504","1ybk5jnPbTYCNgYYNRIMVl"
"Go Go Power Rangers (Redux)","Ron Wasserman","Power Rangers Redux","Favoritas","Playlist","ushm91268074","5BiTv8eMvZXMvVP1lgpwbm"
"United We Dance - Radio Edit","Vicetone","United We Dance (Radio Edit)","Favoritas","Playlist","USUS11202962","1ZuE6xOcK90eKdQ0EVC9gv"
"Funny Little Feeling","Rock n Roll Soldiers","Music From The WB Television Series One Tree Hill (change in 1 track bundle status)","Favoritas","Playlist","USAT20401860","7GQWE0XqXWKcU21LIV2XZi"
"Augen auf!","OOMPH!","Wahrheit oder Pflicht","Favoritas","Playlist","DEC760400001","6gcFq5UOdNa8LzTRd4lldD"
"I Gotta Feeling","Black Eyed Peas","THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version]","Favoritas","Playlist","USUM70965169","4kLLWz7srcuLKA7Et40PQR"
"Labyrinth","OOMPH!","Monster","Favoritas","Playlist","DEC760800065","5GJtUX7Kez71ipe1OeDKF7"
"Dear Mozart","JerryC","Canon Rock","Favoritas","Playlist","TWD950940302","5MpH1PGdBuDvMPoyJH1r1x"
"Payphone","Maroon 5","Overexposed Track By Track","Favoritas","Playlist","USUM71203347","1XGmzt0PVuFgQYYnV2It7A"
"Techno Syndrome (Mortal Kombat)","The Immortals","Mortal Kombat: The Album","Favoritas","Playlist","USVI20700607","2hTx8adLNJBwhLsavI1Xvr"
"Lose Control - 2008 Remastered Version","Ash","1977 [Collectors Edition]","Favoritas","Playlist","GBCRL0800520","6GGaH9DJXRg4bQNR4OBTZ4"
"It's My Life","Bon Jovi","Crush","Favoritas","Playlist","USIR20000145","1zOaxkbS1kAY1gIi0g8sOm"
"Maria","Blondie","Maria","Favoritas","Playlist","USBY29900438","6nZOutMBlGD8rGMb8POIYr"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favoritas","Playlist","USIR10001170","1jH2IzZ7JnixFoGG6XSnpf"
"My Way","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favoritas","Playlist","USIR10001177","0FNP4X9OmYgFk2MRYVIFGB"
"Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favoritas","Playlist","USIR10000604","2xI7o9zYcqynmueNH4foku"
"Jeremy","Pearl Jam","Ten","Favoritas","Playlist","USSM19100674","62nQ8UZVqR2RMvkJHkcO2o"
"Next to Me","Otto Knows","Next To Me","Favoritas","Playlist","SE4OX1500106","6ZixfeFT8V0Nle1rMZAekY"
"In My Dreams","Noemi","In My Dreams","Favoritas","Playlist","ushm81629256","3xoZbUrqWJNZIEDk3Xb02b"
"Desolation Row","My Chemical Romance","Music From The Motion Picture Watchmen","Favoritas","Playlist","USRE10900001","1UA8SS9CMkOUjQq0Prvpzr"
"Astronomia","Vicetone","Astronomia","Favoritas","Playlist","DK4YA1609401","665AK0ovB11McZRwfa852G"
"No Beef ft. Miss Palmer - Vocal Mix","AFROJACK","No Beef","Favoritas","Playlist","NLC281110017","2fSYvZd64iOMjif8HbxbG6"
"I Need U","Swanky Tunes","I Need U","Favoritas","Playlist","NLWV71500037","6WkJqjyEAP1C0fKsp1KQWM"
"Super Mario World Theme (Overworld Theme)","Video Game Players","40 Classic Video Game Songs","Favoritas","Playlist","TCACD1556710","1aDIypeF6B4aztxkI03Xj4"
"Super Mario Bros. 3 Theme","The Greatest Bits","8-Bit Nes Top 50, Vol. 1","Favoritas","Playlist","uscgj1412721","1zEqJ6VIgfU580Qo2sojwo"
"Beethoven Scherzo","David Garrett","Music","Favoritas","Playlist","GBUM71205838","2NlJYctjRBC3umiKcLvVtp"
"Peer Gynt","David Garrett","Rock Symphonies","Favoritas","Playlist","GBBBA1042770","0jJUqxVWvgn71YBkmlkBsO"
"Lose Yourself","David Garrett","Explosive (Deluxe)","Favoritas","Playlist","GBUM71505218","5dECb0YYO0GHu3AWNqfrIM"
"Viva La Vida","David Garrett","Music","Favoritas","Playlist","GBUM71205781","3vsrdrQ7Xz2ktOFu61sffl"
"Depende","Jarabe De Palo","Depende","Favoritas","Playlist","ES5039800155","6aaPUBUFw9KEW1p1inVQv9"
"Children Of Sanchez","Chuck Mangione","A&M Gold Series","Favoritas","Playlist","USAM17800366","5aVkn02fIcUy0DpDKjsFYk"
"Usted","PXNDX","Sangre Fría","Favoritas","Playlist","MXUM71300162","1rlKM8YE2VnNz6Xgs4cpKn"
"My Generation","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favoritas","Playlist","USIR10001123","4qkrGFb5V8PaI8eBjgrIsu"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version)","Favoritas","Playlist","USIR10001170","1wlCaDAgPOCDogw24pB1fZ"
"I'm Still Standing","Taron Egerton","Sing (Original Motion Picture Soundtrack Deluxe)","Favoritas","Playlist","USQ4E1602400","6vn8dvUpDC4YeaAh3BI25r"
"Set It All Free","Scarlett Johansson","Set It All Free (From ""Sing"" Original Motion Picture Soundtrack)","Favoritas","Playlist","USQ4E1602401","5qpddGBjns63fNDYWOxSjs"
"Sweet Dreams (Are Made Of This)","Marilyn Manson","Smells Like Children","Favoritas","Playlist","USIR19500314","2miAut6dp9BWdGmOxwSGEC"
"Bad Romance","Lady Gaga","The Fame Monster (Explicit Version)","Favoritas","Playlist","USUM70918596","1CZOrmHUUjeDP7N2B4Ba6S"
"Forgot About Dre","Dr. Dre","2001 (Explicit Version)","Favoritas","Playlist","USIR19915077","0Zh5U48tZNeAzzLTV1CVBE"
"Heathens","Twenty One Pilots","Suicide Squad: The Album","Favoritas","Playlist","USAT21601930","3vZM2544ETmOCCHuBPZRzm"
"Lose Yourself - From ""8 Mile"" Soundtrack","Eminem","Curtain Call (Deluxe)","Favoritas","Playlist","USIR10211559","7w9bgPAmPTtrkt2v16QWvQ"
"Smells Like Teen Spirit","Nirvana","Nevermind (Deluxe Edition)","Favoritas","Playlist","USGF19942501","1f3yAtsJtY87CTmM8RLnxf"
"Yendo a la Casa de Damián","El Cuarteto De Nos","Raro","Favoritas","Playlist","UYB141602504","27JpiXdW4QmLwYQaQYymY2"
"An Honest Mistake","The Bravery","An Honest Mistake (Int'l ECD Maxi)","Favoritas","Playlist","USIR20500157","6jiI3qFbEGa3BcokGwtrn1"
"Cuán lejos voy","Sara Paula Gómez Arias","Moana: un mar de aventuras (Sonora Original en Español)","Favoritas","Playlist","USWD11678030","3PLUdohaGz2cr0vtUczLm3"
"Holiday","Green Day","Holiday","Favoritas","Playlist","USRE10500451","5vfjUAhefN7IjHbTvVCT4Z"
"Legacy - Radio Edit","Nicky Romero","Legacy","Favoritas","Playlist","NLUW21300051","4IWLawtdMznqdOnbOR9cWW"
"Bodies","Drowning Pool","Sinner (Unlucky 13th Anniversary Deluxe Edition)","Favoritas","Playlist","QMFMK1400044","610hGZWl5lBl1mfmJkm0KG"
"Sandstorm - Radio Edit","Darude","Before The Storm","Favoritas","Playlist","FISGC9900001","24CXuh2WNpgeSYUOvz14jk"
"Boiler","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favoritas","Playlist","USUM71509903","3ycw3m6jOgoPulkdkjhH1r"
"Break Stuff","Limp Bizkit","Greatest Hitz","Favoritas","Playlist","USIR19902309","40bH4IjgbKDz0OFcjr028i"
"Knights of Cydonia","Muse","Black Holes and Revelations","Favoritas","Playlist","GBAHT0500600","7ouMYWpwJ422jRcDASZB7P"
"The Pretender","Foo Fighters","Echoes, Silence, Patience & Grace","Favoritas","Playlist","USRW30700007","7x8dCjCr0x6x2lXKujYD34"
"Uprising","Muse","The Resistance","Favoritas","Playlist","GBAHT0900320","4VqPOruhp5EdPBeR92t6lQ"
"Debonaire","Dope","Felons and Revolutionaries","Favoritas","Playlist","USSM19901518","0eEJrthp6PcMd33xs2NLrc"
"Somebody Told Me","The Killers","Hot Fuss","Favoritas","Playlist","USIR20400195","6PwjJ58I4t7Mae9xfZ9l9v"
"Somebody Told Me","The Killers","Hot Fuss","Favoritas","Playlist","USIR20400195","6PwjJ58I4t7Mae9xfZ9l9v"
"Light It Up","Rev Theory","Light It Up","Favoritas","Playlist","USUM70812004","1o5kUcODWoTo3mdCbLogtT"
"Hail to the King","Avenged Sevenfold","Hail to the King","Favoritas","Playlist","USWB11302191","5anCkDvJ17aznvK5TED5uo"
"My Innermost Apocalypse","Danny Baranowsky","The Binding of Isaac","Favoritas","Playlist","TCABR1346040","6RhaiLFQ37OPhDPSV6oN0j"
"Metalmancy","Danny Baranowsky","Crypt of the Necrodancer (Original Game Soundtrack)","Favoritas","Playlist","USQY51560142","4oCgyeoerlLgB4QaHbvTPF"
"My Favourite Game","The Cardigans","Gran Turismo","Favoritas","Playlist","SEBKB9802010","0Ssq7X1zG3iUqTDEKPaT1J"
"The Only","Static-X","Shadow Zone","Favoritas","Playlist","USWB10301803","35ZmCVnfYRdK1iLGCxNhMa"
"Nine Thou (Grant Mohrman Superstars Remix)","Styles Of Beyond","Nine Thou (Grant Mohrman Superstars Remix)","Favoritas","Playlist","USHM80779813","1tecfydTJfh9cKUJV4d3vo"
"Radioactive","Imagine Dragons","Night Visions","Favoritas","Playlist","USUM71201074","62yJjFtgkhUrXktIoSjgP2"
"Ready to Go","Republica","Republica","Favoritas","Playlist","GBARL9600018","7Duqn8un04Nz5n4PWk83Q5"
"Heart-Shaped Box","Nirvana","In Utero (Deluxe Edition)","Favoritas","Playlist","USGF19960703","11LmqTE2naFULdEP94AUBa"
"Mama Said","Lukas Graham","Lukas Graham (Blue Album)","Favoritas","Playlist","DKUM71400126","7675gjlUZzneYiMrQ9Inx8"
"Don't You Worry Child - Radio Edit","Swedish House Mafia","Don't You Worry Child","Favoritas","Playlist","GBAAA1200728","2V65y3PX4DkRhy1djlxd9p"
"Faded","Alan Walker","Different World","Favoritas","Playlist","NOG841549010","698ItKASDavgwZ3WjaWjtz"
"Don't Stop the Devil","Dead Posey","Freak Show - EP","Favoritas","Playlist","USQY51747081","5l7vWgnWtg7RmtrafJGBTQ"
"Living in the Shadows","Matthew Perryman Jones","Living in the Shadows","Favoritas","Playlist","TCACL1614930","6gijbGNDNNJgT60Aj7UCyc"
"The Fox (What Does the Fox Say?)","Ylvis","The Fox (What Does the Fox Say?)","Favoritas","Playlist","NOAGW1300374","5HOpkTTVcmZHnthgyxrIL8"
"Hollywood Whore","Papa Roach","Metamorphosis","Favoritas","Playlist","USUM70839461","3DeWSLlxWcddUKF4SM5uvP"
"Cole’s Memories - Original Mix","Pyramid","We Are Your Friends (Music From The Original Motion Picture)","Favoritas","Playlist","FRU701500062","1yMbUKRRiISrp66LUHRpSr"
"I Can Be Somebody (feat. Erin McCarley)","Deorro","I Can Be Somebody (feat. Erin McCarley)","Favoritas","Playlist","USUS11203543","0sxvPuybHVMwEvCSfbJDM6"
"Nova","Ahrix","Nova","Favoritas","Playlist","GB2LD0901578","1N6WVPLRCCAVPQH63HWuTH"
"One Piece - Evacuation (Metrion Dubstep Remix)","","","Favoritas","Playlist","","8f52ad71178bfa6a061ac76f321f97c4"
"One Piece - Let's Battle (Beat Adix Remix)","","","Favoritas","Playlist","","36ed4e9c427b79c753f9c7a50ca0da4c"
"Root of All Evil (Aleister Black)","","","Favoritas","Playlist","","dd5dc5bb8aba5627f7f99996c8957cd3"
"Sugar Tunes Numa Numa","","","Favoritas","Playlist","","8261464c020d332e99015e82a5ac2d0a"
"Resident Evil Movie Ending Theme Unreleased","","","Favoritas","Playlist","","eeb1c7e2f158a2f4d72a6d2510926af9"
"I Feel Love (feat. Venus Hum)","Blue Man Group","The Complex","Favoritas","Playlist","USAT20300019","7JcfxybGYZPQGegNWCAcw7"
"Rods And Cones","Blue Man Group","Audio","Favoritas","Playlist","USVI29900238","7o4i6eiHjZqbASnSy3pKAq"
"Sugaan Essena - Original Music from ""Star Wars Jedi: Fallen Order""","The HU","Sugaan Essena (Original Music from ""Star Wars Jedi: Fallen Order"")","Favoritas","Playlist","USWD12096709","4hArxLcGoeEMYHzqfgffT4"
"Chop Suey!","System Of A Down","Toxicity","Favoritas","Playlist","USSM10107256","2DlHlPMa4M17kufBvI2lEN"
"Root of All Evil (Aleister Black)","","","Favoritas","Playlist","","dd5dc5bb8aba5627f7f99996c8957cd3"
"Drumbone","Blue Man Group","Audio","Favoritas","Playlist","USVI29900243","2vHlQuYkOYOP2WVMAXMzAH"
"I Think I'm Paranoid (2018 Remaster)","Garbage","Version 2.0 (20th Anniversary Deluxe Edition)","Favoritas","Playlist","USAL19800023","47YEvXHvRjQqKcx7l79xvr"
"Tear in My Heart","Twenty One Pilots","Blurryface","Favoritas","Playlist","USAT21500390","3bnVBN67NBEzedqQuWrpP4"
"Resist and Disorder","Rezodrone","Cyberpunk 2077: Radio, Vol. 3 (Original Soundtrack)","Favoritas","Playlist","USLS52085311","4onvDep8OyHKT85RBO3b4V"
"Life Will Change (from ""Persona 5"") [Instrumental] - Metal Version","FamilyJules","Life Will Change (Metal version)","Favoritas","Playlist","QMPKX1731056","4T4vXVwYz7DH264ZlVfa1f"
"Favorite Disease","Rev Theory","Light It Up","Favoritas","Playlist","USUM70806885","32qeScHrjhExBdfGDnGTdX"
"City Of Dreams - Radio Edit","Dirty South","City Of Dreams","Favoritas","Playlist","GBUYR1200032","54ZPmGE1uOG9IYoUBSRSp7"
"Boulevard of Broken Dreams","Green Day","Greatest Hits: God's Favorite Band","Favoritas","Playlist","USRE10400985","5GorCbAP4aL0EJ16frG2hd"
"Wake Me up When September Ends","Green Day","American Idiot","Favoritas","Playlist","USRE10400992","3ZffCQKLFLUvYM59XKLbVm"
"Painkiller","Three Days Grace","Human","Favoritas","Playlist","USRC11400506","6OMO6WdRhSfjMPAiPT94wH"
"If I Lose Myself - Alesso vs OneRepublic","OneRepublic","Native","Favoritas","Playlist","USUM71303190","3ScJy88F8KqGDfWu8XJhHx"
"Martin Garrix - Animals","","","Favoritas","Playlist","","10b08b1b5bd6341c6ea5c4cf4736e1bd"
"Martin Solveig feat. Kele - Ready 2 Go (Original Mix)","","","Favoritas","Playlist","","74400fa341ebc2dadc467a056c505871"
"Imagine Dragons - Radioactive (Live At The Joint)","","","Favoritas","Playlist","","8a355e62fe15367edb54fc2fc52f29a0"
"Heavydirtysoul","Twenty One Pilots","Blurryface","Favoritas","Playlist","USAT21500596","7i9763l5SSfOnqZ35VOcfy"
"Between Angels And Insects","Papa Roach","Infest","Favoritas","Playlist","USDW10021716","24z528iI9kZu5LbkLainjI"
"Can't Hold Us (feat. Ray Dalton)","Macklemore","The Heist","Favoritas","Playlist","GMM881200021","3bidbhpOYeV4knp8AIu8Xn"
"Marilyn Manson - Resident Evil Main Title Theme (Corp. Umbrella) (SX Long)","","","Favoritas","Playlist","","4d5b6f54111a78233c6bd94091aeabb1"
"The Current (feat. Gavin Rossdale) (New Album)","Blue Man Group","The Complex","Favoritas","Playlist","USAT20300633","69tKyapYgMul5bH0tcUAWN"
"Time to Start","Blue Man Group","The Complex","Favoritas","Playlist","USAT20300026","5dd5jvcUTWU4oksugr6ogU"
"Enter Sandman","Metallica","Metallica","Favoritas","Playlist","GBF089190013","5sICkBXVmaCQk5aISGR3x1"
"Seven Nation Army - David Garrett Edition","David Garrett","Seven Nation Army (David Garrett Edition)","Favoritas","Playlist","DEUM72405636","6U8q1xDd4s0I9Fl8P3oEqb"
"Underdog","Kasabian","West Ryder Pauper Lunatic Asylum","Favoritas","Playlist","GBARL0801796","3PbsDnKdrZY0ttX7VE9s5R"
"Skal","Miracle Of Sound","Level 12","Favoritas","Playlist","QZK6K2302976","6ybRWbM4jdku0Pk8SzjORB"
"Triangle","The HU","Rumble Of Thunder","Favoritas","Playlist","USDPK2200140","3r8cuEUAWmmllMZXf1rE1x"
"Grótti","SKÁLD","Vikings Memories","Favoritas","Playlist","FRUM72001096","1S5t8hop6LjcNecjLjRZuS"
"Sex Type Thing","Stone Temple Pilots","Core","Favoritas","Playlist","USAT29200009","2nWjhmRImt6LScZIPQMBnM"
"Marilyn Manson - Resident Evil Main Title Theme (Corp. Umbrella) (SX Long)","Digital AMP Audio","","Favoritas","Playlist","","4d5b6f54111a78233c6bd94091aeabb1"
"Martin Garrix - Animals (Official Video)","STMPD RCRDS","","Favoritas","Playlist","","fd6643b2fccaf54982b054a5ffa0273e"
"Martin Solveig ft. Kele - Ready 2 Go ( Official Music video ) [HD]","Spinnin' Records","","Favoritas","Playlist","","b884fe2fbc1f261214ee675b249d3a6f"
"One Piece - Evacuation","","","Favoritas","Playlist","","881ace31ce22e69c57d866ba57379e32"
"One Piece - Lets Battle","","","Favoritas","Playlist","","3f0a04604a9ca2d020b6800eb03d6c12"
"Resident Evil Movie Ending Theme (Unreleased)","DreamSquare Pictures","","Favoritas","Playlist","","0b2bd6d10774e7bf3d436ad82095f6ba"
"Sugar Tunes Numa Numa","Dan Bălan","Sugar Tunes Numa Numa","Favoritas","Playlist","","8261464c020d332e99015e82a5ac2d0a"
"Mary Jo feat. Tommi Inkila - Bang bang mystery man","Jessicatrequarti","","Favoritas","Playlist","","19f6c035397d548c7754ba54141ee74e"
"Tommy Inkila Defy the Machine","marcusgta4","","Favoritas","Playlist","","c50b510959fd7bb2309a7602a3ba76d3"
"Lifeline","Papa Roach","Metamorphosis","Favoritas","Playlist","USUM70900314","04hf4vWXR2ObRoxz9FR4a4"
"Psycho","Muse","Drones","Favoritas","Playlist","GBAHT1500068","383QXk8nb2YrARMUwDdjQS"
"What's This Life For","Creed","My Own Prison","Favoritas","Playlist","USWU39709049","47g58JwbrICO639LCbqlQ4"
"Nuestra Aflicción","PXNDX","Poetics","Favoritas","Playlist","MXF610900010","1mk451MgaAzG5lbjwL9v6N"
"Martirio de Otro","PXNDX","Poetics","Favoritas","Playlist","MXF610900013","2ob69MQEtve1f8kkoV98Qs"
"Beautiful Things","Benson Boone","Beautiful Things","Favoritas","Playlist","USWB12307016","6tNQ70jh4OwmPGpYy6R2o9"
"Nookie","Limp Bizkit","Significant Other","Favoritas","Playlist","USIR19902308","47Wf9dKEHGptcL1lyQIsZk"